PitchType,BallCalled,BallIntentional,BallinDirt,FoulBall,FoulBallFieldable,FoulBallNotFieldable,HitByPitch,InPlay,StrikeCalled,StrikeSwinging,Undefined,PitcherId,BatterId,PitchNumber,RecommendedPitch
Four-Seam,36.44,0.11,1.49,0.0,0.12,12.92,2.68,33.34,9.41,3.49,0.0,1000052367,8892613,6,Slider
Sinker,36.03,0.11,1.49,0.0,0.13,13.02,2.6,33.34,9.64,3.64,0.0,1000052367,8892613,6,Slider
Curveball,36.63,0.11,1.48,0.0,0.12,12.87,2.71,33.34,9.33,3.41,0.0,1000052367,8892613,6,Slider
Slider,35.96,0.11,1.49,0.0,0.13,13.04,2.59,33.34,9.69,3.67,0.0,1000052367,8892613,6,Slider
Changeup,36.69,0.11,1.48,0.0,0.12,12.86,2.72,33.34,9.3,3.38,0.0,1000052367,8892613,6,Slider
ChangeUp,36.75,0.11,1.48,0.0,0.12,12.85,2.72,33.34,9.28,3.35,0.0,1000052367,8892613,6,Slider
Fastball,36.5,0.11,1.49,0.0,0.12,12.9,2.69,33.34,9.38,3.47,0.0,1000052367,8892613,6,Slider
Cutter,36.56,0.11,1.49,0.0,0.12,12.89,2.7,33.34,9.35,3.44,0.0,1000052367,8892613,6,Slider
Four-Seam,36.44,0.11,1.49,0.0,0.12,12.92,2.68,33.34,9.41,3.49,0.0,1000052367,8892613,7,Slider
Sinker,36.03,0.11,1.49,0.0,0.13,13.02,2.6,33.34,9.64,3.64,0.0,1000052367,8892613,7,Slider
Curveball,36.63,0.11,1.48,0.0,0.12,12.87,2.71,33.34,9.33,3.41,0.0,1000052367,8892613,7,Slider
Slider,35.96,0.11,1.49,0.0,0.13,13.04,2.59,33.34,9.69,3.67,0.0,1000052367,8892613,7,Slider
Changeup,36.69,0.11,1.48,0.0,0.12,12.86,2.72,33.34,9.3,3.38,0.0,1000052367,8892613,7,Slider
ChangeUp,36.75,0.11,1.48,0.0,0.12,12.85,2.72,33.34,9.28,3.35,0.0,1000052367,8892613,7,Slider
Fastball,36.5,0.11,1.49,0.0,0.12,12.9,2.69,33.34,9.38,3.47,0.0,1000052367,8892613,7,Slider
Cutter,36.56,0.11,1.49,0.0,0.12,12.89,2.7,33.34,9.35,3.44,0.0,1000052367,8892613,7,Slider
Four-Seam,36.44,0.11,1.49,0.0,0.12,12.92,2.68,33.34,9.41,3.49,0.0,1000052367,8892613,8,Slider
Sinker,36.03,0.11,1.49,0.0,0.13,13.02,2.6,33.34,9.64,3.64,0.0,1000052367,8892613,8,Slider
Curveball,36.63,0.11,1.48,0.0,0.12,12.87,2.71,33.34,9.33,3.41,0.0,1000052367,8892613,8,Slider
Slider,35.96,0.11,1.49,0.0,0.13,13.04,2.59,33.34,9.69,3.67,0.0,1000052367,8892613,8,Slider
Changeup,36.69,0.11,1.48,0.0,0.12,12.86,2.72,33.34,9.3,3.38,0.0,1000052367,8892613,8,Slider
ChangeUp,36.75,0.11,1.48,0.0,0.12,12.85,2.72,33.34,9.28,3.35,0.0,1000052367,8892613,8,Slider
Fastball,36.5,0.11,1.49,0.0,0.12,12.9,2.69,33.34,9.38,3.47,0.0,1000052367,8892613,8,Slider
Cutter,36.56,0.11,1.49,0.0,0.12,12.89,2.7,33.34,9.35,3.44,0.0,1000052367,8892613,8,Slider
Four-Seam,36.44,0.11,1.49,0.0,0.12,12.92,2.68,33.34,9.41,3.49,0.0,1000052367,8892613,9,Slider
Sinker,36.03,0.11,1.49,0.0,0.13,13.02,2.6,33.34,9.64,3.64,0.0,1000052367,8892613,9,Slider
Curveball,36.63,0.11,1.48,0.0,0.12,12.87,2.71,33.34,9.33,3.41,0.0,1000052367,8892613,9,Slider
Slider,35.96,0.11,1.49,0.0,0.13,13.04,2.59,33.34,9.69,3.67,0.0,1000052367,8892613,9,Slider
Changeup,36.69,0.11,1.48,0.0,0.12,12.86,2.72,33.34,9.3,3.38,0.0,1000052367,8892613,9,Slider
ChangeUp,36.75,0.11,1.48,0.0,0.12,12.85,2.72,33.34,9.28,3.35,0.0,1000052367,8892613,9,Slider
Fastball,36.5,0.11,1.49,0.0,0.12,12.9,2.69,33.34,9.38,3.47,0.0,1000052367,8892613,9,Slider
Cutter,36.56,0.11,1.49,0.0,0.12,12.89,2.7,33.34,9.35,3.44,0.0,1000052367,8892613,9,Slider
Four-Seam,36.44,0.11,1.49,0.0,0.12,12.92,2.68,33.34,9.41,3.49,0.0,1000052367,8892613,10,Slider
Sinker,36.03,0.11,1.49,0.0,0.13,13.02,2.6,33.34,9.64,3.64,0.0,1000052367,8892613,10,Slider
Curveball,36.63,0.11,1.48,0.0,0.12,12.87,2.71,33.34,9.33,3.41,0.0,1000052367,8892613,10,Slider
Slider,35.96,0.11,1.49,0.0,0.13,13.04,2.59,33.34,9.69,3.67,0.0,1000052367,8892613,10,Slider
Changeup,36.69,0.11,1.48,0.0,0.12,12.86,2.72,33.34,9.3,3.38,0.0,1000052367,8892613,10,Slider
ChangeUp,36.75,0.11,1.48,0.0,0.12,12.85,2.72,33.34,9.28,3.35,0.0,1000052367,8892613,10,Slider
Fastball,36.5,0.11,1.49,0.0,0.12,12.9,2.69,33.34,9.38,3.47,0.0,1000052367,8892613,10,Slider
Cutter,36.56,0.11,1.49,0.0,0.12,12.89,2.7,33.34,9.35,3.44,0.0,1000052367,8892613,10,Slider
